path_id,seed,hit_power_s,j_at_hit_power,hit_linear_s,j_at_hit_linear
341,734921,0.937,287.2287586843637,0.551,569.9841370129071
342,734921,1.724,1790.156652723734,0.522,6.4365050290202594
343,734921,0.387,14.610696790640407,0.5245,45.87196197151958
344,734921,0.867,237.63568202388677,0.3845,37.62572124469479
345,734921,1.0125,754.982122317714,0.211,38.093202090535186
346,734921,0.3625,49.740374906948084,0.303,6.929618739003258
347,734921,0.304,49.9709868692728,1.0595,552.3563259851134
348,734921,0.6315000000000001,43.51442519972545,0.3085,91.4802154240727
349,734921,0.881,84.81098006618606,0.4475,158.13626631254928
350,734921,1.0755000000000001,506.3482168465265,0.8375,144.65560329149355
351,734921,0.8535,112.68654089607271,0.3995,78.56580012737366
352,734921,0.764,54.72991032939568,0.49,114.80171230438302
353,734921,0.3725,20.25910088381488,0.483,97.82647008318183
354,734921,0.6910000000000001,192.44864965865872,0.337,96.4610054755744
355,734921,0.5740000000000001,543.4522116063189,0.3865,32.13598394055463
356,734921,0.40800000000000003,33.590124457500586,0.484,75.88154794410107
357,734921,0.8375,486.375163237849,0.647,4281.564970457414
358,734921,0.86,598.0963795895427,0.8785000000000001,49.685458555650165
359,734921,0.534,93.99407979123124,2.362,26058.430930559083
360,734921,0.871,575.0467609260086,0.6575,77.50369523106896
361,734921,1.105,3495.0081907011972,0.489,24.79097423346288
362,734921,0.539,27.528790439345453,0.3915,83.50325049971936
363,734921,0.758,40.70606278337835,0.9425,1064.510263468887
364,734921,0.5,404.15730190257716,0.971,198.69151393203936
365,734921,0.3915,1149.0361047324893,0.2885,56.51884535647873
366,734921,0.6525,58.935370271916774,0.22,46.86076069211614
367,734921,0.739,322.34901962944815,1.05,39915.235731481356
368,734921,4.0395,226407.60086101087,0.249,26.086149035386452
369,734921,0.731,29.256450905642616,0.3785,277.2790949414371
370,734921,0.9025,91.97901409283247,0.5235,63.07618628716788
371,734921,0.785,137.13467942213686,0.5365,109.82701764176576
372,734921,1.302,2968.4099704848086,1.0485,8333.663787345853
373,734921,0.258,16.980734665740233,0.5625,844.777352086728
374,734921,0.214,10.42034764803034,0.49,134.72622255408066
375,734921,0.6675,137.90261196062107,1.0185,252.9954041193526
376,734921,0.4375,370.9912719722886,0.3735,14.688637206286359
377,734921,0.662,135.2195241450541,0.326,17.316839297884194
378,734921,0.5015000000000001,44.38266795997142,0.8535,333.34293969202105
379,734921,0.20400000000000001,40.44793044436544,0.3405,14.499374505958302
380,734921,0.7815,462.8539366696689,0.9685,489.89846810429003
381,734921,0.9495,1085.6124667797108,0.4375,30.52431175374151
382,734921,0.623,6300.638566361199,0.3905,18.525824014299957
383,734921,0.309,46.918466293213584,0.389,85.702918204322
384,734921,0.604,97.48492532205269,0.504,283.6841182900053
385,734921,0.8355,152.69020681506686,1.122,4603.196907219286
386,734921,0.391,124.5433742898496,0.3885,15.993129906532078
387,734921,0.909,6836.540394111947,0.7685,172.4067409604794
388,734921,0.514,24.02253796489287,0.484,55.93711367751042
389,734921,1.1905000000000001,138.95810344153747,1.5815000000000001,115945.69597930092
390,734921,0.377,93.41333052975291,0.623,2126.4441571873776
391,734921,0.3145,14.911412100529526,0.673,223.2696634312562
392,734921,0.197,30.450199540551043,0.5525,50.13938014768772
393,734921,0.3885,1333.7988890306135,1.0785,19242.386063131926
394,734921,0.5750000000000001,302.3426695196766,0.9435,43.70523871002799
395,734921,0.6005,553.9377136127528,1.089,147.45437687648837
396,734921,0.5045000000000001,42.76131364440683,1.1035,118.82533910528566
397,734921,0.5415,229.44422503307493,0.923,3210.072937855516
398,734921,0.923,226.3896228428728,0.7285,140.35462903197035
399,734921,1.2855,3318.043610333794,0.35000000000000003,85.81880699768608
400,734921,0.9605,77.43332121890053,1.178,12372.63298744492
401,734921,0.5865,35.06914819063489,0.397,1196.1987757454876
402,734921,0.658,1232.200732521914,0.966,681.7324449916096
403,734921,0.6875,41.844212865004,0.5955,80.35678640669116
404,734921,0.267,26.357058123987475,0.7565000000000001,763.9848223068457
405,734921,0.994,116.4430529727667,0.2575,15.237114166807656
406,734921,1.3860000000000001,136.16462818655373,0.524,631.0171162345088
407,734921,0.497,371.8351380764647,0.7705,34.03571777455977
408,734921,1.156,3850.5445804014457,0.6655,34.949467664279176
409,734921,0.5225,42.80918925598905,1.0210000000000001,2065.8799129315753
410,734921,0.6255000000000001,34.37156794619964,0.86,277.04770987540587
411,734921,0.526,294.91011790806016,0.9545,42.658152094254994
412,734921,1.7355,11545.009987877458,0.4005,50.822002988498106
413,734921,0.4675,27.849023597870058,1.6485,5125.537732236937
414,734921,0.557,87.97610931545472,0.6405,129.01618448976745
415,734921,0.8,1934.7790852054757,0.8310000000000001,138.36142154672737
416,734921,1.4975,110.58848270199717,0.5665,634.1821743909563
417,734921,0.869,6249.326928035811,0.606,13.962413575131036
418,734921,0.8905000000000001,43.040308676448866,0.811,51.46446069352529
419,734921,0.812,439.4691260362705,1.077,20.565185816986375
420,734921,0.263,135.49051635532908,0.513,76.04574972355054
421,734921,0.3375,37.223916091588094,0.398,422.2155291232446
422,734921,0.318,19.500476983592783,0.332,123.08307231655908
423,734921,0.404,27.564461636980877,0.863,2606.1381939484886
424,734921,0.501,196.75345330116127,0.631,14.176354155635241
425,734921,0.28300000000000003,17.287610194555977,0.6645,202.65379131658656
426,734921,0.9275,1122.9446386108787,0.2805,725.7864950361812
427,734921,0.551,15.765537567981626,1.247,217.36690172035784
428,734921,0.547,54.18243649400578,1.0835000000000001,194.91352790258904
429,734921,0.6920000000000001,63.18667763342793,0.2175,83.07691048464478
430,734921,0.3045,10.738409848299442,0.4835,738.1259857743102
431,734921,0.34600000000000003,103.50813180652396,0.377,65.36946145513733
432,734921,0.6375000000000001,55.227533681678196,0.9585,301.1351158321727
433,734921,0.293,44.06712779976602,0.788,238.64519358261657
434,734921,0.329,27.243198840606617,0.3215,67.16319693196951
435,734921,1.5855000000000001,517.7937936796825,0.6225,1312.871438096013
436,734921,0.855,5713.5876178582885,0.515,93.46936837262018
437,734921,1.359,76528.79957757899,0.4005,24.565082815484597
438,734921,0.4515,258.95911303459417,0.9595,2247.1687108599804
439,734921,0.392,12.267785592584065,0.41050000000000003,39.271230863082046
440,734921,0.434,61.38616532774125,0.686,432.0835476481592
441,734921,0.52,81.40231282944038,0.386,10.345449460252725
442,734921,1.045,5596.9117390691235,0.2685,27.88062134985949
